id	abbreviation	name	formula	mass	source	inchikey	charge	is_core	is_obsolete	linked_compound	is_cofactor	deltag	deltagerr	pka	pkb	abstract_compound	comprised_of	aliases	smiles	notes
cpd27000	EPITHIONITRILES	EPITHIONITRILES	C3H3NRS	10000000.0	Primary Database		0	1	0	null	0	10000000.0	10000000.0			null	null	Name: EPITHIONITRILES|AraCyc: EPITHIONITRILES|CornCyc: EPITHIONITRILES|MetaCyc: EPITHIONITRILES|PlantCyc: EPITHIONITRILES	N#C*C1CS1	GC
cpd27001	E-pyridine-3-aldoxime	E-pyridine-3-aldoxime	C6H6N2O	122.0	Primary Database	YBKOPFQCLSPTPV-YVMONPNESA-N	0	1	0	null	0	29.87	3.54	1:9:9.82	1:7:4.31;1:8:1.42	null	null	Name: E-pyridine-3-aldoxime|ChlamyCyc: EPYRIDALDOX|MetaCyc: EPYRIDALDOX|PlantCyc: EPYRIDALDOX|RiceCyc: EPYRIDALDOX|SorghumCyc: EPYRIDALDOX	O/N=C\c1cccnc1	GC|EQ
cpd27002	ergosta-5,7,22,23,-(28)-tetraen-3-beta-ol	ergosta-5,7,22,23,-(28)-tetraen-3-beta-ol	C28H42O	394.0	Primary Database	SQFQJKZSFOZDJY-BQYQJAHWSA-N	0	1	0	null	0	68.62	6.89	1:29:18.27	1:29:-1.37	null	null	Name: ergosta-5,7,22,23,-(28)-tetraen-3-beta-ol; ergosta-5,7,22,23-(28)-tetraen-3-beta-ol|MetaCyc: ERGOSTA-572223-28-TETRAEN-3-BETA-OL	C=C(/C=C/C(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C)C(C)C	GC|EQ
cpd27003	ERK	ERK	null	10000000.0	Primary Database		0	1	0	null	0	10000000.0	10000000.0			null	null	MetaCyc: ERK		null
cpd27004	estriol-16-alpha-glucuronide	estriol-16-alpha-glucuronide	C24H31O8	448.0	Primary Database	LPORNVIOWAWYPL-UHFFFAOYSA-M	-1	1	0	null	0	-225.24	4.64	1:21:19.79;1:25:14.72;1:26:15.34;1:27:13.03;1:28:13.72;1:29:3.38	1:25:-3.26;1:26:-3.16;1:27:-3.70;1:28:-3.34;1:31:-5.35;1:32:-4.32	null	null	Name: estriol-16-alpha-glucuronide; estriol-16a-glucuronide|MetaCyc: ESTRIOL-16A-GLUCURONIDE	CC12CCC3c4ccc(OC5CC(O)C(O)C(C(=O)[O-])O5)cc4CCC3C1CC(O)C2O	GC
cpd27005	ETF-Oxidized	ETF-Oxidized	C13H10N4O2R	10000000.0	Primary Database		-1	1	0	null	0	10000000.0	10000000.0	1:16:5.97	1:14:-5.45;1:15:-0.31	null	null	Name: ETF-Oxidized|AraCyc: ETF-Oxidized|CornCyc: ETF-Oxidized|EcoCyc: ETF-Oxidized|MaizeCyc: ETF-Oxidized|MetaCyc: ETF-Oxidized	*Cn1c2nc(=O)[n-]c(=O)c-2nc2cc(C)c(C)cc21	GC
cpd27006	ETF-Reduced	ETF-Reduced	C13H13N4O2R	10000000.0	Primary Database		0	1	0	null	0	10000000.0	10000000.0	1:14:11.85;1:15:8.21	1:13:-4.77;1:16:1.18	null	null	Name: ETF-Reduced|AraCyc: ETF-Reduced|CornCyc: ETF-Reduced|EcoCyc: ETF-Reduced|MaizeCyc: ETF-Reduced|MetaCyc: ETF-Reduced	*CN1c2cc(C)c(C)cc2Nc2c1[nH]c(=O)[nH]c2=O	GC
cpd27007	ethacrynate	ethacrynate	C13H11Cl2O4	302.0	Primary Database	AVOLMBLBETYQHX-UHFFFAOYSA-M	-1	1	0	null	0	-0.82	1.08	1:17:2.80	1:18:-7.46;1:19:-4.96	null	null	Name: ethacrynate; ethacrynic acid|MetaCyc: ETHACRYNATE	C=C(CC)C(=O)c1ccc(OCC(=O)[O-])c(Cl)c1Cl	GC|EQ|EQU
cpd27008	ethyl-2-methylacetoacetate	ethyl-2-methylacetoacetate	C7H12O3	144.0	Primary Database	FNENWZWNOPCZGK-RXMQYKEDSA-N	0	1	0	null	0	15.67	0.62	1:5:11.58	1:8:-7.91;1:9:-7.00	null	null	Name: ethyl-2-methylacetoacetate|EcoCyc: ETHYL-2-METHYLACETOACETATE|MetaCyc: ETHYL-2-METHYLACETOACETATE	CCOC(=O)[C@H](C)C(C)=O	GC|EQ|EQU
cpd27009	ethyl-(2R)-methyl-(3S)-hydroxybutanoate	ethyl-(2R)-methyl-(3S)-hydroxybutanoate	C7H14O3	146.0	Primary Database	BZFWGBFTIQSEBN-RITPCOANSA-N	0	1	0	null	0	26.49	0.58	1:8:15.03	1:8:-2.79;1:9:-7.10	null	null	Name: ethyl-(2R)-methyl-(3S)-hydroxybutanoate|EcoCyc: ETHYL-2R-METHYL-3S-HYDROXYBUTANOATE|MetaCyc: ETHYL-2R-METHYL-3S-HYDROXYBUTANOATE	CCOC(=O)[C@H](C)[C@H](C)O	GC|EQ|EQU
