id	abbreviation	name	formula	mass	source	inchikey	charge	is_core	is_obsolete	linked_compound	is_cofactor	deltag	deltagerr	pka	pkb	abstract_compound	comprised_of	aliases	smiles	notes
cpd48000	7(<i>R</i>)-HETE	7(<i>R</i>)-HETE	C20H31O3	319.463	Primary Database		10000000	0	0	null	0	10000000.0	10000000.0			null	null	Name: (5Z,7R,8Z,11Z,14Z)-16-hydroxyeicosa-5,8,11,14-tetraenoate; (7R)-hydroxyarachidonate; 7(<i>R</i>)-HETE; 7(R)-hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoate|MetaCyc: CPD-24584		
cpd48001	7(<i>S</i>)-HETE	7(<i>S</i>)-HETE	C20H31O3	319.463	Primary Database		10000000	0	0	null	0	10000000.0	10000000.0			null	null	Name: (5Z,7S,8Z,11Z,14Z)-16-hydroxyeicosa-5,8,11,14-tetraenoate; (7S)-hydroxyarachidonate; 7(<i>S</i>)-HETE; 7(S)-hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoate|MetaCyc: CPD-24585		
cpd48002	18(<i>S</i>)-HETE	18(<i>S</i>)-HETE	C20H31O3	319.463	Primary Database		10000000	0	0	null	0	10000000.0	10000000.0			null	null	Name: (18S)-hydroxyarachidonate; (5Z,8Z,11Z,14Z,18S)-16-hydroxyeicosa-5,8,11,14-tetraenoate; 18(<i>S</i>)-HETE; 18(S)-hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoate|MetaCyc: CPD-24579		
cpd48003	11(<i>S</i>)-HETE	11(<i>S</i>)-HETE	C20H31O3	319.463	Primary Database		10000000	0	0	null	0	10000000.0	10000000.0			null	null	Name: (11S)-hydroxy-(5Z,8Z,12E,14Z)-eicosatetraenoate; (5Z,8Z,11R,12E,14Z)-11S-hydroxyeicosatetraenoate; (5Z,8Z,11R,12E,14Z)-11S-hydroxyicosatetraenoate; (5Z,8Z,11S,12E,14Z)-11-hydroxyicosa-5,8,12,14-tetraenoate; 11(<i>S</i>)-HETE; 11(S)-hydroxy-(5Z,8Z,12E,14Z)-icosatetraenoate|MetaCyc: CPD-24571		
cpd48004	19(<i>R</i>)-HETE	19(<i>R</i>)-HETE	C20H31O3	319.463	Primary Database		10000000	0	0	null	0	10000000.0	10000000.0			null	null	Name: (19R)-hydroxyarachidonate; (5Z,8Z,11Z,14Z,19R)-16-hydroxyeicosa-5,8,11,14-tetraenoate; 19(<i>R</i>)-HETE; 19(R)-hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoate|MetaCyc: CPD-24580		
cpd48005	<i>aldehydo</i>-L-idose	<i>aldehydo</i>-L-idose	C6H12O6	180.157	Primary Database		10000000	0	0	null	0	10000000.0	10000000.0			null	null	Name: <i>aldehydo</i>-L-idose|MetaCyc: CPD-24987		
cpd48006	9(<i>R</i>)-HETE	9(<i>R</i>)-HETE	C20H31O3	319.463	Primary Database		10000000	0	0	null	0	10000000.0	10000000.0			null	null	Name: (5Z,7E,11Z,14Z)-(9R)-9-hydroxyeicosa-5,7,11,14-tetraenoate; (5Z,7E,11Z,14Z)-(9R)-9-hydroxyicosa-5,7,11,14-tetraenoate; (5Z,7E,9R,11Z,14Z)-9-hydroxyicosa-5,7,11,14-tetraenoate; 9(<i>R</i>)-HETE; 9(R)-hydroxyeicosatetraenoate|MetaCyc: CPD-24589		
cpd48007	5(<i>R</i>)-HETE	5(<i>R</i>)-HETE	C20H31O3	319.463	Primary Database		10000000	0	0	null	0	10000000.0	10000000.0			null	null	Name: (5R,6E,8Z,11Z,14Z)-5-hydroxyeicosa-6,8,11,14-tetraenoate; (5R,6E,8Z,11Z,14Z)-5-hydroxyicosa-6,8,11,14-tetraenoate; 5(<i>R</i>)-HETE; 5R-hydroxy-(6E,8Z,11Z,14Z)-eicosatetraenoate; 5R-hydroxy-6E,8Z,11Z,14Z-icosatetraenoate|MetaCyc: CPD-24582		
cpd48008	17(<i>S</i>)-HETE	17(<i>S</i>)-HETE	C20H31O3	319.463	Primary Database		10000000	0	0	null	0	10000000.0	10000000.0			null	null	Name: (17S)-hydroxyarachidonate; (5Z,8Z,11Z,14Z,17S)-16-hydroxyeicosa-5,8,11,14-tetraenoate; 17(<i>S</i>)-HETE; 17(S)-hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoate|MetaCyc: CPD-24577		
cpd48009	17(<i>R</i>)-HETE	17(<i>R</i>)-HETE	C20H31O3	319.463	Primary Database		10000000	0	0	null	0	10000000.0	10000000.0			null	null	Name: (17R)-hydroxyarachidonate; (5Z,8Z,11Z,14Z,17R)-16-hydroxyeicosa-5,8,11,14-tetraenoate; 17(<i>R</i>)-HETE; 17(R)-hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoate|MetaCyc: CPD-24576		
